Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"BE","Bioenergy","116","Cambodia","5852","Energy production","6532","Other vegetal material and residues","2020","2020","TJ","1505","E","Estimated value"
"BE","Bioenergy","116","Cambodia","5852","Energy production","6532","Other vegetal material and residues","2021","2021","TJ","1510","E","Estimated value"
"BE","Bioenergy","116","Cambodia","5852","Energy production","6532","Other vegetal material and residues","2022","2022","TJ","2205","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2012","2012","TJ","148","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2013","2013","TJ","88","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2014","2014","TJ","206","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2015","2015","TJ","148","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2016","2016","TJ","88","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2017","2017","TJ","88","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2018","2018","TJ","118","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2019","2019","TJ","88","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2020","2020","TJ","118","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2021","2021","TJ","118","E","Estimated value"
"BE","Bioenergy","344","China, Hong Kong SAR","5851","Energy consumption","6524","Charcoal","2022","2022","TJ","118","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2012","2012","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2013","2013","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2014","2014","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2015","2015","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2016","2016","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2017","2017","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2018","2018","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2019","2019","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2020","2020","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2021","2021","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6524","Charcoal","2022","2022","TJ","30","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2012","2012","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2013","2013","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2014","2014","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2015","2015","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2016","2016","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2017","2017","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2018","2018","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2019","2019","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2020","2020","TJ","2","E","Estimated value"
"BE","Bioenergy","446","China, Macao SAR","5851","Energy consumption","6525","Fuelwood","2021","2021","TJ","2","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2012","2012","TJ","299316","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2013","2013","TJ","330599","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2014","2014","TJ","315409","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2015","2015","TJ","258327","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2016","2016","TJ","251547","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2017","2017","TJ","259293","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2018","2018","TJ","294675","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2019","2019","TJ","261810","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2020","2020","TJ","270274","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2021","2021","TJ","270274","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","170","Bagasse","2022","2022","TJ","274142","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2012","2012","TJ","299316","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2013","2013","TJ","330599","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2014","2014","TJ","315409","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2015","2015","TJ","258327","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2016","2016","TJ","251547","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2017","2017","TJ","259293","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2018","2018","TJ","294675","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2019","2019","TJ","261810","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2020","2020","TJ","270274","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2021","2021","TJ","270274","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","170","Bagasse","2022","2022","TJ","274142","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2012","2012","TJ","204750","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2013","2013","TJ","231494","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2014","2014","TJ","241445","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2015","2015","TJ","256893","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2016","2016","TJ","275474","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2017","2017","TJ","321757","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2018","2018","TJ","323840","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2019","2019","TJ","323840","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2020","2020","TJ","312800","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2021","2021","TJ","323840","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6521","Biodiesel","2022","2022","TJ","324462","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2012","2012","TJ","204750","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2013","2013","TJ","231494","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2014","2014","TJ","241445","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2015","2015","TJ","256893","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2016","2016","TJ","275474","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2017","2017","TJ","321757","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2018","2018","TJ","323840","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2019","2019","TJ","323840","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2020","2020","TJ","312800","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2021","2021","TJ","323840","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6521","Biodiesel","2022","2022","TJ","324462","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2012","2012","TJ","74558","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2013","2013","TJ","84294","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2014","2014","TJ","87920","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2015","2015","TJ","93543","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2016","2016","TJ","100310","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2017","2017","TJ","80400","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2018","2018","TJ","80400","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2019","2019","TJ","85760","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2020","2020","TJ","81027","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2021","2021","TJ","78344","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6520","Biogasoline","2022","2022","TJ","77921","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2012","2012","TJ","74555","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2013","2013","TJ","84294","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2014","2014","TJ","87920","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2015","2015","TJ","93543","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2016","2016","TJ","100307","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2017","2017","TJ","80400","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2018","2018","TJ","80400","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2019","2019","TJ","85760","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2020","2020","TJ","81027","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2021","2021","TJ","78344","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6520","Biogasoline","2022","2022","TJ","77921","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2012","2012","TJ","55067","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2013","2013","TJ","54925","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2014","2014","TJ","55903","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2015","2015","TJ","53246","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2016","2016","TJ","51375","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2017","2017","TJ","51817","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2018","2018","TJ","54903","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2019","2019","TJ","57829","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2020","2020","TJ","54134","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2021","2021","TJ","52708","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6524","Charcoal","2022","2022","TJ","53006","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2012","2012","TJ","50328","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2013","2013","TJ","50050","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2014","2014","TJ","49773","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2015","2015","TJ","49090","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2016","2016","TJ","48690","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2017","2017","TJ","48294","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2018","2018","TJ","47900","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2019","2019","TJ","47510","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2020","2020","TJ","47123","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2021","2021","TJ","46727","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6524","Charcoal","2022","2022","TJ","46343","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2012","2012","TJ","1570007","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2013","2013","TJ","1540707","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2014","2014","TJ","1511929","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2015","2015","TJ","1483607","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2016","2016","TJ","1454157","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2017","2017","TJ","1426087","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2018","2018","TJ","1398536","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2019","2019","TJ","1371568","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2020","2020","TJ","1345931","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2021","2021","TJ","1335961","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6525","Fuelwood","2022","2022","TJ","1314352","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2012","2012","TJ","1663483","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2013","2013","TJ","1633621","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2014","2014","TJ","1604309","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2015","2015","TJ","1574744","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2016","2016","TJ","1545363","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2017","2017","TJ","1516539","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2018","2018","TJ","1488262","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2019","2019","TJ","1460521","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2020","2020","TJ","1433306","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2021","2021","TJ","1422611","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6525","Fuelwood","2022","2022","TJ","1400069","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2012","2012","TJ","1122613","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2013","2013","TJ","1199182","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2014","2014","TJ","1243837","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2015","2015","TJ","1157095","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2016","2016","TJ","1150492","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2017","2017","TJ","1228256","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2018","2018","TJ","1252820","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2019","2019","TJ","1252820","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2020","2020","TJ","1252820","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2021","2021","TJ","1252820","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5851","Energy consumption","6532","Other vegetal material and residues","2022","2022","TJ","1259084","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2012","2012","TJ","1355330","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2013","2013","TJ","1484547","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2014","2014","TJ","1572324","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2015","2015","TJ","1580328","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2016","2016","TJ","1613903","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2017","2017","TJ","1753712","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2018","2018","TJ","1788786","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2019","2019","TJ","1788786","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2020","2020","TJ","1788786","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2021","2021","TJ","1788786","E","Estimated value"
"BE","Bioenergy","156","China, mainland","5852","Energy production","6532","Other vegetal material and residues","2022","2022","TJ","1797730","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2012","2012","TJ","662","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2013","2013","TJ","626","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2014","2014","TJ","405","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2015","2015","TJ","405","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2016","2016","TJ","368","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2017","2017","TJ","410","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2018","2018","TJ","373","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2019","2019","TJ","447","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2020","2020","TJ","1031","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2021","2021","TJ","1047","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6521","Biodiesel","2022","2022","TJ","1421","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2012","2012","TJ","258","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2013","2013","TJ","74","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2014","2014","TJ","0","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2015","2015","TJ","37","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2016","2016","TJ","0","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2017","2017","TJ","54","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2018","2018","TJ","54","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2019","2019","TJ","54","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2020","2020","TJ","54","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6521","Biodiesel","2021","2021","TJ","54","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2012","2012","TJ","193","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2013","2013","TJ","177","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2014","2014","TJ","184","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2015","2015","TJ","163","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2016","2016","TJ","179","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2017","2017","TJ","181","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2018","2018","TJ","206","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2019","2019","TJ","237","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2020","2020","TJ","219","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2021","2021","TJ","224","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6522","Biogases","2022","2022","TJ","237","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2012","2012","TJ","476","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2013","2013","TJ","466","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2014","2014","TJ","475","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2015","2015","TJ","471","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2016","2016","TJ","492","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2017","2017","TJ","504","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2018","2018","TJ","554","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2019","2019","TJ","579","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2020","2020","TJ","556","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2021","2021","TJ","559","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6522","Biogases","2022","2022","TJ","555","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6520","Biogasoline","2020","2020","TJ","27","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6520","Biogasoline","2021","2021","TJ","27","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2012","2012","TJ","354","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2013","2013","TJ","354","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2014","2014","TJ","354","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2015","2015","TJ","384","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2016","2016","TJ","442","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2017","2017","TJ","464","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2018","2018","TJ","427","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2019","2019","TJ","415","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2020","2020","TJ","461","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2021","2021","TJ","429","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5851","Energy consumption","6524","Charcoal","2022","2022","TJ","422","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2012","2012","TJ","30","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2013","2013","TJ","30","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2014","2014","TJ","30","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2015","2015","TJ","30","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2016","2016","TJ","59","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2017","2017","TJ","73","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2018","2018","TJ","48","E","Estimated value"
"BE","Bioenergy","196","Cyprus","5852","Energy production","6524","Charcoal","2019","2019","TJ","40","E","Estimated value"
